Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,13-01-2012,1083293.16,0,36.08,3.381,216.859,7.641
1,20-01-2012,1093144.47,0,41.47,3.284,216.468,7.617
1,27-01-2012,1118410.75,0,41.03,3.298,214.098,8.144
1,03-02-2012,1501683.38,0,67.87,3.304,216.818,8.179
1,10-02-2012,1647912.83,1,64.93,3.214,215.281,7.895
1,17-02-2012,1320606.88,0,54.94,3.203,216.913,7.811
1,24-02-2012,1334757.58,0,43.61,3.446,216.562,8.209
1,02-03-2012,1362700.94,0,68.81,3.483,214.879,8.348
1,09-03-2012,1441368.8,0,68.45,3.464,215.81,8.194
1,16-03-2012,1510916.79,0,64.91,3.414,217.389,7.827
1,23-03-2012,1635347.6,0,57.56,3.325,214.486,8.224
1,30-03-2012,1387267.89,0,69.11,3.299,219.015,7.704
1,06-04-2012,1419834.23,0,70.8,3.478,217.477,7.937
1,13-04-2012,1524105.16,0,73.34,3.414,217.413,7.899
1,20-04-2012,1288072.22,0,73.19,3.389,217.292,7.931
1,27-04-2012,1640115.77,0,68.63,3.494,218.543,7.965
1,04-05-2012,1581921.14,0,63.99,3.492,217.847,7.31
1,11-05-2012,1152888.93,0,56.68,3.566,217.728,7.307
1,18-05-2012,1469217.33,0,73.14,3.588,216.161,7.599
1,25-05-2012,1520869.33,0,65.92,3.572,217.521,8.092
1,01-06-2012,1540517.02,0,58.6,3.465,216.825,7.74
1,08-06-2012,1585231.53,0,52.97,3.526,215.005,7.885
1,15-06-2012,1301346.39,0,50.33,3.817,217.432,7.235
1,22-06-2012,1216242.47,0,61.65,3.7,217.968,8.064
1,29-06-2012,1365604.93,0,51.6,3.332,216.645,7.902
1,06-07-2012,1188859.8,0,44.34,3.44,216.583,7.766
1,13-07-2012,1210180.06,0,46.51,3.471,216.963,7.809
1,20-07-2012,1388693.88,0,33.83,3.423,217.996,7.453
1,27-07-2012,1273672.5,0,36.55,3.595,216.828,7.542
1,03-08-2012,1233090.78,0,30.26,3.542,217.601,7.861
1,10-08-2012,1184328.03,0,24.81,3.522,217.749,7.662
1,17-08-2012,1093241.71,0,19.03,3.594,216.948,7.881
1,24-08-2012,1004799.62,0,21.72,3.611,217.681,8.155
1,31-08-2012,1074903.51,0,25.55,3.68,217.088,7.518
1,07-09-2012,1037459.83,1,5.96,3.735,217.545,7.585
1,14-09-2012,1177242.72,0,6.85,3.747,218.178,7.908
1,21-09-2012,776580.22,0,9.02,3.843,219.825,7.562
1,28-09-2012,1014771.79,0,12.24,3.624,217.307,7.631
1,05-10-2012,877036.69,0,14.61,3.64,219.035,7.894
1,12-10-2012,1130735.03,0,6.15,3.571,220.655,7.68
1,19-10-2012,1114668.16,0,0.6,3.648,219.062,7.822
1,26-10-2012,1081333.99,0,10.07,3.639,216.39,7.47
2,05-02-2010,1981269.44,0,51.42,2.4,213.181,8.202
2,12-02-2010,2680769.51,1,61.58,2.391,212.173,8.167
2,19-02-2010,2114445.15,0,44.15,2.391,210.872,8.644
2,26-02-2010,2014074.0,0,53.32,2.701,213.572,8.584
2,05-03-2010,2326316.94,0,63.89,2.471,211.726,8.099
2,12-03-2010,2516792.77,0,76.01,2.672,211.156,8.53
2,19-03-2010,2371719.02,0,73.83,2.5,212.135,8.393
2,26-03-2010,1972298.74,0,67.9,2.363,211.277,8.465
2,02-04-2010,2107257.62,0,72.91,2.481,211.035,8.668
2,09-04-2010,2284872.42,0,72.87,2.458,213.915,8.339
2,16-04-2010,2148075.7,0,70.9,2.694,210.314,8.399
2,23-04-2010,2300205.73,0,61.55,2.732,211.481,8.449
2,30-04-2010,2194948.85,0,68.33,2.831,211.786,8.088
2,07-05-2010,1913747.74,0,68.48,2.72,210.954,8.561
2,14-05-2010,2249272.84,0,71.7,2.535,211.815,8.588
2,21-05-2010,2147081.02,0,70.06,2.729,213.328,8.587
2,28-05-2010,2251811.28,0,69.15,2.514,211.984,8.539
2,04-06-2010,2040765.93,0,57.23,2.679,213.379,8.334
2,11-06-2010,2336400.12,0,59.43,2.559,212.751,8.142
2,18-06-2010,2009371.61,0,53.69,2.713,212.663,7.964
2,25-06-2010,2218982.02,0,60.22,2.787,212.533,8.08
2,02-07-2010,1891381.88,0,43.57,2.738,213.682,8.188
2,09-07-2010,1694399.49,0,27.58,2.825,212.772,7.989
2,16-07-2010,1813099.74,0,35.64,2.813,212.158,8.164
2,23-07-2010,2079489.45,0,34.75,2.54,211.251,8.111
2,30-07-2010,2155913.57,0,39.17,2.651,214.768,8.192
2,06-08-2010,1736532.15,0,33.11,2.61,212.741,8.196
2,13-08-2010,1769439.4,0,27.78,2.704,212.171,8.266
2,20-08-2010,1768979.28,0,19.13,2.846,213.715,8.369
2,27-08-2010,1701339.81,0,21.47,2.696,215.024,8.488
2,03-09-2010,1864392.47,0,14.84,2.764,213.459,8.384
2,10-09-2010,2112560.66,1,9.77,2.81,211.126,8.024
2,17-09-2010,1570061.93,0,9.27,2.716,212.867,8.414
2,24-09-2010,1897369.61,0,-3.38,2.713,214.081,8.344
2,01-10-2010,1717007.49,0,4.34,2.669,213.546,8.298
2,08-10-2010,1743403.39,0,14.66,2.876,213.489,8.393
2,15-10-2010,1740473.06,0,14.29,2.934,214.615,8.12
2,22-10-2010,1732118.41,0,8.15,2.75,212.394,8.349
2,29-10-2010,1476335.51,0,12.0,2.811,213.087,8.414
2,05-11-2010,1920875.43,0,14.14,2.876,214.045,7.955
2,12-11-2010,1722245.54,0,15.09,2.893,212.89,8.333
2,19-11-2010,1690083.51,0,20.06,2.723,213.467,8.307
2,26-11-2010,2125332.23,1,12.0,2.83,213.466,7.863
2,03-12-2010,2346244.18,0,22.6,2.913,213.867,8.095
2,10-12-2010,2293993.75,0,14.82,2.973,214.58,7.86
2,17-12-2010,2583902.74,0,18.85,2.882,214.149,8.397
2,24-12-2010,2491223.87,0,31.55,2.878,212.353,8.177
2,31-12-2010,2571695.19,1,18.86,3.066,214.398,8.159
2,07-01-2011,1917706.59,0,36.65,2.941,213.479,8.365
2,14-01-2011,2083447.63,0,42.53,2.93,213.978,8.129
2,21-01-2011,2022799.54,0,43.61,2.979,214.316,7.986
2,28-01-2011,2030960.02,0,46.25,2.982,212.678,8.165
2,04-02-2011,2117271.85,0,51.21,2.831,213.601,8.002
2,11-02-2011,2383650.58,1,47.04,3.023,213.282,8.349
2,18-02-2011,2035608.12,0,54.87,2.949,213.229,8.644
2,25-02-2011,2115595.09,0,60.12,2.857,214.289,8.246
2,04-03-2011,2223926.07,0,63.13,2.974,213.722,8.605
2,11-03-2011,2179976.0,0,68.61,3.178,213.249,8.133
2,18-03-2011,2038554.94,0,65.55,2.982,213.393,8.164
2,25-03-2011,2277060.76,0,70.93,3.062,213.632,8.036
2,01-04-2011,2391199.14,0,66.01,3.215,214.691,8.179
2,08-04-2011,2231670.64,0,67.1,3.142,214.448,8.29
2,15-04-2011,2304687.19,0,76.59,3.073,216.516,8.026
2,22-04-2011,2805452.61,0,64.84,2.98,214.952,8.326
2,29-04-2011,2369944.17,0,69.52,2.94,215.087,7.874
2,06-05-2011,2394227.75,0,63.47,3.088,215.633,8.053
2,13-05-2011,2584737.13,0,70.35,2.88,213.64,7.763
2,20-05-2011,2370632.67,0,65.45,3.245,212.909,7.96
2,27-05-2011,2366447.3,0,66.88,3.12,213.288,8.35
2,03-06-2011,1839811.89,0,57.01,3.031,215.074,7.992
2,10-06-2011,2159579.07,0,54.75,3.084,215.812,7.603
2,17-06-2011,2256592.13,0,49.22,3.132,215.124,8.033
2,24-06-2011,2073503.21,0,48.77,3.211,214.042,7.739
2,01-07-2011,2074173.61,0,29.52,3.159,214.699,8.272
2,08-07-2011,2164652.31,0,33.04,3.049,215.479,8.194
2,15-07-2011,1923963.91,0,46.07,3.124,215.321,8.285
2,22-07-2011,1863352.86,0,41.9,3.101,214.407,8.035
2,29-07-2011,1878934.88,0,39.35,3.03,214.768,8.115
2,05-08-2011,1982366.51,0,25.05,3.181,215.619,7.973
2,12-08-2011,1686988.04,0,14.5,3.46,214.296,8.081
2,19-08-2011,1799999.37,0,28.22,3.194,214.516,8.215
2,26-08-2011,1964433.57,0,27.74,3.075,215.136,8.401
2,02-09-2011,1777321.69,0,15.56,3.155,215.442,8.015
2,09-09-2011,1851218.62,1,8.64,3.267,214.285,8.301
2,16-09-2011,1912646.8,0,15.5,3.301,215.123,8.043
2,23-09-2011,1859356.72,0,16.84,3.236,213.69,7.788
2,30-09-2011,1679785.75,0,16.87,3.272,216.01,8.233
2,07-10-2011,1557352.44,0,10.6,3.13,214.305,7.621
2,14-10-2011,1595457.43,0,17.76,3.078,215.28,7.691
2,21-10-2011,1374472.28,0,10.85,3.163,216.673,8.257
2,28-10-2011,1673364.84,0,6.59,3.239,216.709,7.859
2,04-11-2011,2035273.86,0,8.24,3.113,217.237,7.56
2,11-11-2011,1769478.51,0,17.64,3.335,216.367,7.874
2,18-11-2011,1596174.91,0,13.07,3.322,215.758,7.735
2,25-11-2011,2035650.68,1,9.1,3.364,215.174,7.543
2,02-12-2011,2345631.54,0,32.57,3.377,215.397,7.583
2,09-12-2011,2413264.97,0,24.2,3.203,216.551,8.269
2,16-12-2011,2261278.19,0,25.8,3.206,217.397,7.885
2,23-12-2011,2443935.41,0,25.32,3.347,216.139,8.141
2,30-12-2011,2977501.55,1,23.58,3.34,216.5,7.641
2,06-01-2012,1861256.72,0,38.5,3.306,216.96,8.024
2,13-01-2012,2009585.54,0,44.01,3.277,218.028,7.709
2,20-01-2012,1855880.98,0,36.09,3.556,214.971,7.98
2,27-01-2012,1729363.77,0,38.23,3.379,217.433,8.2
2,03-02-2012,2119341.56,0,56.34,3.513,214.731,7.913
2,10-02-2012,2628055.68,1,57.07,3.289,214.981,7.467
2,17-02-2012,2215224.56,0,60.52,3.397,215.883,7.525
2,24-02-2012,1990980.18,0,49.5,3.296,215.83,7.81
2,02-03-2012,2247301.01,0,66.15,3.338,217.326,8.031
2,09-03-2012,2351828.67,0,68.29,3.612,215.452,7.578
2,16-03-2012,2106595.87,0,75.71,3.374,218.352,7.844
2,23-03-2012,2510185.83,0,61.03,3.463,215.71,7.841
2,30-03-2012,1977150.5,0,64.45,3.531,215.41,7.718
2,06-04-2012,2131674.66,0,70.36,3.511,216.909,8.045
2,13-04-2012,2373230.99,0,71.13,3.381,217.195,7.901
2,20-04-2012,2283396.79,0,64.65,3.344,216.129,7.752
2,27-04-2012,2062327.74,0,73.54,3.349,215.232,8.231
2,04-05-2012,2159361.93,0,70.16,3.47,217.293,7.775
2,11-05-2012,2334824.24,0,68.3,3.423,218.208,7.889
2,18-05-2012,2043199.22,0,63.45,3.443,215.854,7.704
2,25-05-2012,2263170.51,0,72.55,3.472,217.212,7.73
2,01-06-2012,1691394.68,0,67.32,3.47,216.6,7.856
2,08-06-2012,2128850.04,0,55.32,3.463,216.258,7.852
2,15-06-2012,2167735.59,0,45.99,3.435,214.362,7.809
2,22-06-2012,2190440.24,0,51.03,3.554,215.968,7.557
2,29-06-2012,2057422.65,0,51.56,3.494,216.686,7.668
2,06-07-2012,1856855.64,0,36.47,3.564,216.83,7.728
2,13-07-2012,1807128.0,0,32.33,3.625,217.958,8.183
2,20-07-2012,1787083.54,0,38.96,3.52,218.448,7.624
2,27-07-2012,1967094.16,0,46.04,3.502,218.337,7.877
2,03-08-2012,1707711.86,0,24.13,3.528,217.651,7.873
2,10-08-2012,1537909.27,0,25.54,3.455,216.673,7.694
2,17-08-2012,1698013.67,0,35.3,3.447,217.627,7.934
2,24-08-2012,1865492.92,0,13.49,3.522,216.792,7.245
2,31-08-2012,1764576.99,0,26.04,3.681,216.546,7.38
2,07-09-2012,2016663.19,1,13.58,3.692,219.286,7.918
2,14-09-2012,1724267.46,0,18.02,3.536,218.043,7.437
2,21-09-2012,1748187.38,0,14.46,3.772,217.646,7.693
2,28-09-2012,1533402.83,0,11.75,3.52,219.174,7.479
2,05-10-2012,1713922.13,0,13.4,3.749,217.632,7.563
2,12-10-2012,1851842.0,0,6.46,3.555,218.963,7.771
2,19-10-2012,1762077.24,0,3.74,3.583,218.365,7.465
2,26-10-2012,1917289.62,0,16.12,3.575,218.122,7.941
3,05-02-2010,1847543.72,0,57.78,2.546,210.822,8.194
3,12-02-2010,2402300.21,1,45.26,2.625,211.564,8.353
3,19-02-2010,2198066.25,0,56.05,2.55,210.076,8.633
3,26-02-2010,2121816.38,0,56.33,2.65,210.603,8.693
3,05-03-2010,2314325.16,0,70.42,2.673,210.586,8.526
3,12-03-2010,2359729.39,0,66.13,2.591,211.539,8.588
3,19-03-2010,2670530.79,0,66.13,2.451,212.119,8.57
3,26-03-2010,2367964.21,0,71.36,2.41,211.703,8.787
3,02-04-2010,2249570.99,0,71.64,2.723,211.211,8.496
3,09-04-2010,2217920.81,0,69.9,2.716,210.907,8.658
3,16-04-2010,2201056.73,0,71.3,2.493,212.553,8.689
3,23-04-2010,2092399.83,0,64.45,2.661,213.288,8.11
3,30-04-2010,2403745.95,0,67.73,2.551,211.016,7.981
3,07-05-2010,2119962.78,0,67.67,2.497,213.499,8.711
3,14-05-2010,2654984.66,0,71.81,2.609,212.223,8.208
3,21-05-2010,2595867.09,0,64.5,2.679,211.354,8.747
3,28-05-2010,2254182.6,0,74.14,2.762,211.417,8.541
3,04-06-2010,2262941.23,0,61.56,2.812,211.601,8.54
3,11-06-2010,2001095.98,0,41.13,2.78,211.818,8.173
3,18-06-2010,2244868.58,0,54.32,2.748,210.885,8.388
3,25-06-2010,2342831.47,0,64.31,2.592,211.9,8.402
3,02-07-2010,2051821.97,0,38.48,2.853,210.521,8.074
3,09-07-2010,1693376.49,0,32.95,2.616,211.931,8.479
3,16-07-2010,2060305.9,0,40.85,2.837,212.263,8.251
3,23-07-2010,2028992.77,0,39.04,2.872,211.347,8.315
3,30-07-2010,2120403.94,0,38.11,2.446,212.297,8.505
3,06-08-2010,1898650.05,0,26.77,2.657,213.062,8.185
3,13-08-2010,1813773.7,0,25.61,2.669,211.774,8.371
3,20-08-2010,1768725.85,0,20.8,2.674,212.363,8.614
3,27-08-2010,1694785.32,0,24.93,2.777,211.536,7.947
3,03-09-2010,1721617.78,0,15.25,2.809,213.577,8.294
3,10-09-2010,2087974.6,1,11.0,2.888,211.956,8.053
3,17-09-2010,1624511.71,0,7.35,3.041,212.955,8.345
3,24-09-2010,1674372.03,0,12.44,2.757,212.333,8.402
3,01-10-2010,1748234.52,0,15.09,3.1,212.788,8.28
3,08-10-2010,1688853.78,0,19.06,2.825,212.254,7.997
3,15-10-2010,1600247.28,0,7.76,3.034,214.853,8.043
3,22-10-2010,1688731.91,0,10.37,2.973,213.14,8.121
3,29-10-2010,1854442.92,0,6.86,2.894,212.374,8.148
3,05-11-2010,1807899.07,0,10.18,2.722,213.387,8.153
3,12-11-2010,1748420.18,0,15.61,2.863,213.231,8.078
3,19-11-2010,1807066.58,0,18.43,2.769,213.286,8.433
3,26-11-2010,2055300.15,1,20.57,2.81,211.461,8.265
3,03-12-2010,2363530.66,0,31.84,3.019,214.037,8.353
3,10-12-2010,2560481.42,0,18.9,2.912,214.483,8.331
3,17-12-2010,2301333.22,0,22.86,2.873,213.983,8.091
3,24-12-2010,2259070.1,0,26.49,2.976,213.3,7.967
3,31-12-2010,2761704.06,1,26.02,2.919,213.741,8.304
3,07-01-2011,1806271.12,0,41.33,2.929,214.857,8.461
3,14-01-2011,2031910.16,0,38.72,2.937,213.441,8.534
3,21-01-2011,2284849.19,0,35.97,2.993,213.979,8.236
3,28-01-2011,2204698.93,0,41.75,2.903,211.753,8.142
3,04-02-2011,2239557.0,0,54.54,2.743,213.418,8.349
3,11-02-2011,2067040.0,1,50.8,2.91,213.506,8.017
3,18-02-2011,2128171.49,0,58.82,3.092,212.398,8.399
3,25-02-2011,2010227.77,0,61.13,2.97,214.052,8.224
3,04-03-2011,2163576.09,0,71.95,2.888,213.723,8.23
3,11-03-2011,2278160.74,0,69.87,3.138,215.138,7.738
3,18-03-2011,2036748.4,0,71.12,2.868,214.849,8.258
3,25-03-2011,2282543.38,0,70.15,3.027,214.775,7.932
3,01-04-2011,2342019.01,0,61.48,2.806,214.474,8.32
3,08-04-2011,2373008.75,0,69.68,3.015,213.391,8.056
3,15-04-2011,2458767.2,0,67.82,3.108,214.529,8.163
3,22-04-2011,2176975.33,0,67.37,3.099,213.947,8.168
3,29-04-2011,2000564.46,0,65.45,3.043,212.448,8.041
3,06-05-2011,2417690.07,0,69.88,3.172,213.678,8.161
3,13-05-2011,2270451.68,0,70.49,3.088,215.276,7.945
3,20-05-2011,2465392.56,0,63.65,2.993,214.578,8.145
3,27-05-2011,1928857.88,0,67.31,3.131,215.195,8.613
3,03-06-2011,2185342.75,0,51.56,3.247,214.398,8.227
3,10-06-2011,1971713.48,0,65.53,2.989,215.972,8.4
3,17-06-2011,1733379.96,0,58.91,3.003,214.78,7.999
3,24-06-2011,2539130.14,0,57.12,3.114,216.229,8.172
3,01-07-2011,1643586.84,0,40.54,3.123,214.774,7.937
3,08-07-2011,1853328.85,0,38.9,2.927,215.41,7.777
3,15-07-2011,1903919.59,0,36.65,3.113,214.965,8.242
3,22-07-2011,1871722.3,0,42.4,3.406,215.336,7.989
3,29-07-2011,1650857.88,0,39.03,3.045,215.227,8.046
3,05-08-2011,1642928.55,0,24.91,3.274,214.768,7.869
3,12-08-2011,2072634.61,0,15.71,3.25,214.985,8.154
3,19-08-2011,1741810.67,0,29.61,3.112,215.312,7.877
3,26-08-2011,1801104.49,0,26.71,3.083,212.958,7.822
3,02-09-2011,1907244.84,0,21.63,3.151,215.887,7.941
3,09-09-2011,2118635.45,1,19.8,3.318,213.641,8.016
3,16-09-2011,1501032.5,0,15.93,3.264,215.433,7.826
3,23-09-2011,1838638.88,0,10.79,3.468,214.889,7.583
3,30-09-2011,1992532.26,0,18.3,3.329,215.846,8.144
3,07-10-2011,1891294.23,0,6.27,3.139,214.489,7.897
3,14-10-2011,1447556.0,0,12.64,3.282,213.764,7.811
3,21-10-2011,1897891.1,0,15.86,3.392,216.363,7.753
3,28-10-2011,1703454.09,0,8.73,3.112,214.619,7.864
3,04-11-2011,1637665.28,0,13.21,3.125,217.005,7.895
3,11-11-2011,1999642.29,0,19.57,3.148,214.163,8.179
3,18-11-2011,1670741.45,0,11.71,3.262,214.645,7.926
3,25-11-2011,1709140.42,1,13.51,3.308,214.694,7.853
3,02-12-2011,2573945.63,0,23.23,3.291,216.229,7.948
3,09-12-2011,2435565.0,0,17.3,3.151,216.529,7.492
3,16-12-2011,2636124.35,0,19.1,3.457,216.25,7.856
3,23-12-2011,2412101.98,0,19.68,3.213,214.739,7.727
3,30-12-2011,2515700.85,1,27.47,3.396,214.175,7.866
3,06-01-2012,2309252.5,0,38.97,3.567,216.5,8.055
3,13-01-2012,1905488.45,0,45.64,3.289,214.933,7.869
3,20-01-2012,1938375.8,0,32.38,3.357,216.474,8.229
3,27-01-2012,1808893.2,0,41.4,3.267,217.082,7.85
3,03-02-2012,1897271.54,0,54.93,3.406,216.672,8.059
3,10-02-2012,1990032.55,1,50.79,3.431,215.691,7.898
3,17-02-2012,2217048.05,0,68.58,3.34,217.611,7.783
3,24-02-2012,2318138.19,0,62.46,3.483,216.212,7.823
3,02-03-2012,2427221.55,0,77.65,3.419,218.582,7.777
3,09-03-2012,2159541.23,0,71.49,3.359,215.878,8.054
3,16-03-2012,2348385.76,0,61.51,3.332,216.089,7.996
3,23-03-2012,2468810.94,0,69.56,3.442,216.031,7.964
3,30-03-2012,2107452.09,0,68.9,3.445,215.858,7.867
3,06-04-2012,2194849.85,0,69.88,3.269,215.201,7.762
3,13-04-2012,2210491.07,0,70.53,3.42,216.864,7.922
3,20-04-2012,2310721.4,0,68.9,3.579,216.836,7.764
3,27-04-2012,2455875.96,0,69.19,3.362,215.835,7.647
3,04-05-2012,2369734.73,0,62.83,3.451,217.742,7.719
3,11-05-2012,1957206.89,0,58.28,3.453,217.121,7.78
3,18-05-2012,2436558.98,0,72.0,3.381,217.377,7.777
3,25-05-2012,2056007.55,0,76.92,3.338,216.393,7.813
3,01-06-2012,2380993.31,0,58.91,3.584,217.809,7.797
3,08-06-2012,1831130.25,0,49.22,3.507,216.511,7.928
3,15-06-2012,2148497.42,0,54.86,3.534,216.303,7.625
3,22-06-2012,2098996.03,0,59.78,3.397,216.392,7.975
3,29-06-2012,2031917.4,0,51.11,3.573,216.762,7.955
3,06-07-2012,1985678.95,0,39.2,3.628,217.232,7.876
3,13-07-2012,1865773.41,0,49.91,3.69,216.13,7.829
3,20-07-2012,2028612.15,0,40.96,3.54,216.403,7.937
3,27-07-2012,1976188.76,0,38.58,3.49,217.598,7.807
3,03-08-2012,1638960.41,0,10.84,3.568,216.225,7.658
3,10-08-2012,1917711.34,0,17.92,3.69,217.347,7.621
3,17-08-2012,1989857.82,0,23.15,3.777,217.394,7.773
3,24-08-2012,1966093.6,0,33.01,3.492,217.249,7.955
3,31-08-2012,1874839.91,0,30.38,3.43,219.215,7.548
